timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,density_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260321_191106,1,2,20,22,496,1001,0.18181818181818182,4,0.5178653198292102,15.584578568000001,15.579852801000001,0.3180672430000939,0.25621999299999487,0.387198537000053,1.4345192979999766,0.2161950239998589,0.0004184419999972988,False,annealed_v1
20260321_191106,2,3,25,28,642,1002,0.07142857142857142,2,0.41607120185435886,2.222000924999996,2.2214166669999997,0.2654237420001735,0.2236475979997934,0.3687020710002784,1.073575425000115,0.1978395609998458,0.0005289909999959264,False,annealed_v1
20260321_191106,3,2,30,32,535,1003,0.09375,3,0.6538483007871057,2.279102223999999,2.2785317210000002,0.26584168799997343,0.21253483199993184,0.36726054600016056,1.087327282999766,0.20228102600008668,0.0005335830000063879,False,annealed_v1
20260321_191106,4,3,50,53,1091,1004,0.05660377358490566,3,0.46655556866134207,3.0519863350000023,3.050165184000001,0.422472833999862,0.29630009099994936,0.4598714680000384,1.4827534610001223,0.24154576499992686,0.0017361129999997615,False,annealed_v1
20260321_191106,5,4,75,79,1339,1005,0.0,0,0.5895894277511258,3.028210797,3.0241022330000007,0.43780161300022513,0.2902732489998172,0.4528841740000473,1.4470911159999673,0.2396751310001406,0.004018193999996811,False,annealed_v1
20260321_191106,6,5,100,105,1821,1006,0.19047619047619047,20,0.45793584525930464,3.3340982269999984,3.3295298920000036,0.4823838239997187,0.31018078400009585,0.4655140360000942,1.495222707999929,0.24245660300006477,0.004375181000000339,False,annealed_v1
20260321_191106,7,5,150,155,2247,1007,0.01935483870967742,3,0.4530748192996161,3.2986200409999995,3.2895599069999975,0.5081439710001447,0.3171723369999526,0.4749559749998795,1.5292462950000711,0.24231660699989277,0.008938188000001901,False,annealed_v1
20260321_191106,8,7,150,157,2351,1008,0.03821656050955414,6,0.4836416033339166,3.370122410999997,3.3558427930000008,0.5151471729998818,0.32459544000013096,0.48959753499994463,1.5103513020000676,0.24629225099987195,0.014209512000000757,False,annealed_v1
20260321_191106,9,8,200,208,2997,1009,0.08173076923076923,17,0.48577937625795437,3.7888857820000013,3.7707124269999994,0.6121892780000664,0.34781140599996974,0.4822451900000573,1.67890452000006,0.2719561019998338,0.018107995999997684,False,annealed_v1
20260321_191106,10,10,2000,2010,20149,1010,0.5676616915422885,1141,0.41161134448740067,38.796458480000005,38.757255938,1.1761790770004623,1.4636727829999998,0.5873750340001749,3.0018600399994355,0.35192392400028183,0.0391350369999941,False,annealed_v1
