timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,density_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260322_112953,1,2,20,22,496,1001,0.0,0,0.43176150668067487,14.611840824999998,1.949827085999999,0.1351773109999641,0.0850964010000439,0.13156282099986072,0.6743336000000966,0.07153825700002159,0.0003127300000045352,False,region_aware
20260322_112953,2,3,25,28,642,1002,0.0,0,0.39171674651995936,1.3696634829999965,1.3690804279999966,0.07099737000002904,0.05537594299992321,0.09715831000004727,0.27235507300002126,0.05022857599996655,0.0004069639999997321,False,region_aware
20260322_112953,3,2,30,32,535,1003,0.0,0,0.41682541283491015,1.1179688169999977,1.1169397780000025,0.06943473999997707,0.05475650399998244,0.09782625999996952,0.286194427999952,0.05127726600007776,0.000799606000001063,False,region_aware
20260322_112953,4,3,50,53,1091,1004,0.0,0,0.43759869014762004,1.734924514999996,1.7326479700000021,0.14260333999995112,0.07978054200002305,0.1286310059999849,0.42368443299998404,0.0631416770000186,0.002036359000001653,False,region_aware
20260322_112953,5,4,75,79,1339,1005,0.0,0,0.41485487121440695,2.533313176,2.5287802699999986,0.13485316299993855,0.08486163800004931,0.12518626999995064,0.41985222500001385,0.07303644500005646,0.004270115000004182,False,region_aware
20260322_112953,6,5,100,105,1821,1006,0.0,0,0.3860557547782337,3.3864333799999997,3.3806777309999987,0.14512672000000748,0.08176777499999588,0.12089680100000777,0.4279504300000241,0.06414023100008848,0.005500989000005063,False,region_aware
20260322_112953,7,5,150,155,2247,1007,0.0,0,0.3535147665176173,2.1334741559999983,2.1242070670000004,0.14115733699996724,0.08675936399998818,0.12613894699997275,0.399528011000001,0.06447342400007017,0.009044289000001982,False,region_aware
20260322_112953,8,7,150,157,2351,1008,0.0,0,0.3904881418985606,3.9497239919999956,3.9300128300000026,0.14045487200007045,0.08221909400001692,0.11903782999998924,0.41394542999992723,0.06232309600010666,0.01930820400000499,False,region_aware
20260322_112953,9,8,200,208,2997,1009,0.0,0,0.3688143031345457,5.268299369000005,5.2446369399999995,0.20544620099995115,0.08664652499997061,0.12492820299995344,0.45598820700003273,0.0741333770000594,0.02334315499999917,False,region_aware
20260322_112953,10,10,2000,2010,20149,1010,0.0,0,0.2797864702779633,240.99648056300003,240.94662509900002,0.40667935200002603,0.4212419449999629,0.15578744599997663,0.8193704530000758,0.11922946699997539,0.049387754999997924,False,region_aware
