timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,density_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260321_223735,1,2,20,22,496,1001,0.0,0,0.5134450303827665,15.531714218000047,3.089917526000022,0.3428020849986524,0.2493617740000218,0.3998628830004236,1.4345865900054378,0.21271554399322667,0.0003134569999474479,False,wl_polish
20260321_223735,2,3,25,28,642,1002,0.0,0,0.443375147415296,2.5225970409999263,2.5220623569999816,0.27654778799887936,0.22778221000510257,0.37810865399808335,1.0745665869977756,0.19230678399844692,0.0004033679999793094,False,wl_polish
20260321_223735,3,2,30,32,535,1003,0.0,0,0.5738389725969356,2.502322465999896,2.5010770609999327,0.26618560800102387,0.2157177749974153,0.3650622870045481,1.0833625629944663,0.1895147550015963,0.0011052629999994679,False,wl_polish
20260321_223735,4,3,50,53,1091,1004,0.0,0,0.5031855491886174,3.3318434199999274,3.33022779800001,0.4371851649984819,0.2918498340005726,0.4617552050002587,1.413742513997363,0.22775953300458696,0.0013007689999540162,False,wl_polish
20260321_223735,5,4,75,79,1339,1005,0.0,0,0.5840858199466485,3.227557460000071,3.2249347829999806,0.4083913919969291,0.2691231750031875,0.43054690499900516,1.3592658420029693,0.2132552689952263,0.002443153999934111,False,wl_polish
20260321_223735,6,5,100,105,1821,1006,0.0,0,0.5120950613397011,3.367871892999915,3.363149036999971,0.4572721150001371,0.2807040490026793,0.4195212999973137,1.387802205000753,0.2138378880018763,0.004613961000018207,False,wl_polish
20260321_223735,7,5,150,155,2247,1007,0.0,0,0.45368882199430466,3.432607942000004,3.4191890809998995,0.5068562199971893,0.2922838170012483,0.44122724999851926,1.404858860002605,0.2257727519963737,0.013281599000038113,False,wl_polish
20260321_223735,8,7,150,157,2351,1008,0.0,0,0.4634396747645806,4.917494580999914,4.908084843999973,0.553223772999786,0.3005224969996334,0.4399147180002956,1.4654739660014684,0.22531817200035675,0.009219379000001027,False,wl_polish
20260321_223735,9,8,200,208,2997,1009,0.0,0,0.486663081205092,4.185934363000001,4.168919398999947,0.5561693820010305,0.31465782100087836,0.46809922699776507,1.4754980710033578,0.23160315299901413,0.016809487999921657,False,wl_polish
20260321_223735,10,10,2000,2010,20149,1010,0.0,0,0.4375983195970658,2.2588526979999415,2.224471530999949,0.36588528500101347,0.3046586679994334,0.12891280199835364,0.67179629100076,0.08683188100030748,0.034208996999950614,False,wl_polish
