timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260321_152039,1,2,20,22,496,1001,0.4090909090909091,9,0.5035855904472588,13.600100443999992,1.3858190579999956,0.21908968599967693,0.1685224079998875,0.8238314980005441,0.12700785799968628,0.00044306300000584997,False,naive_overlap
20260321_152039,2,3,25,28,642,1002,0.6428571428571429,18,0.41237144237069384,0.9395673519999974,0.9390052020000041,0.16161604000002683,0.14664726400003758,0.4786848600000866,0.11059477200004153,0.00046693400000208385,False,naive_overlap
20260321_152039,3,2,30,32,535,1003,0.5,16,0.6023091610935867,0.9106991929999992,0.9100539209999994,0.15923611400009463,0.14081172600020864,0.4647037419996849,0.1060165050000279,0.0005713030000009667,False,naive_overlap
20260321_152039,4,3,50,53,1091,1004,0.6037735849056604,32,0.4606945946912226,1.1361428780000011,1.134853989000007,0.22058592800011922,0.17543698599993718,0.5787881750001986,0.11565118999975255,0.0011894590000025573,False,naive_overlap
20260321_152039,5,4,75,79,1339,1005,0.6075949367088608,48,0.5397950413819229,1.0876325280000003,1.08345233,0.2096696519996044,0.16866114500021467,0.5531464510002593,0.10845608199996093,0.004020769999996787,False,naive_overlap
20260321_152039,6,5,100,105,1821,1006,0.6476190476190476,68,0.4323117835792218,1.1846545770000034,1.1801976980000006,0.21452473700024655,0.2125859110001329,0.6022524919999626,0.10747711899978185,0.0043588859999914575,False,naive_overlap
20260321_152039,7,5,150,155,2247,1007,0.7096774193548387,110,0.3982075502719258,1.4814045450000037,1.4685224549999987,0.26151410499996075,0.29424399699996684,0.7407042560001571,0.12692058300000042,0.012708079999995903,False,naive_overlap
20260321_152039,8,7,150,157,2351,1008,0.6815286624203821,107,0.4341409105490415,1.5494207500000101,1.5382779130000017,0.27224964600004853,0.31713254999991136,0.76910298100006,0.13205024899998818,0.011000812999995446,False,naive_overlap
20260321_152039,9,8,200,208,2997,1009,0.6201923076923077,129,0.40940203174998413,1.7988686470000061,1.7756407359999997,0.2508014859998724,0.41037297399992667,0.9380621599998875,0.13130130700025688,0.02304335200000196,False,naive_overlap
20260321_152039,10,10,2000,2010,20149,1010,0.8164179104477612,1641,0.3485756082092999,67.84370101599998,66.025860002,0.8585050570003432,30.7900778089995,33.86433832200004,0.4199122360003855,1.817694060000008,False,naive_overlap
