timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260321_160911,1,2,20,22,496,1001,0.22727272727272727,5,0.5133151463903435,14.224465388999988,1.478276956000002,0.2265976420007405,0.18184121399934838,0.8990371190006385,0.12348601699954997,0.0006310249999614825,False,scalable_v1
20260321_160911,2,3,25,28,642,1002,0.6428571428571429,18,0.41588872095428003,0.967724885999985,0.9671237370000085,0.17946282099876498,0.16272501400038664,0.4781033410003488,0.10498982100040166,0.0004879470000105357,False,scalable_v1
20260321_160911,3,2,30,32,535,1003,0.4375,14,0.634988510345701,0.9452279540000177,0.9445905809999999,0.15936619500058669,0.17020142599875498,0.468182575001606,0.10808384999955933,0.0005675219999830006,False,scalable_v1
20260321_160911,4,3,50,53,1091,1004,0.5094339622641509,27,0.46553346295877074,0.9994268029999489,0.9972712900000147,0.1946153599995455,0.14534144899988632,0.5171184340003947,0.10082732500023894,0.0020585109999728957,False,scalable_v1
20260321_160911,5,4,75,79,1339,1005,0.5569620253164557,44,0.5655983345999033,1.1676067829999965,1.1613544329999854,0.2232155619995524,0.19552654200072084,0.5868812749995413,0.1120624060007458,0.006057949999956236,False,scalable_v1
20260321_160911,6,5,100,105,1821,1006,0.580952380952381,61,0.44907682570602897,1.2614927660000035,1.25553818100002,0.2278742190010803,0.22212402100001327,0.6473901639990345,0.1123688360010533,0.005826588999980231,False,scalable_v1
20260321_160911,7,5,150,155,2247,1007,0.45161290322580644,70,0.43741697485629005,1.521358761999977,1.5108834750000142,0.26293818399989277,0.3297210640000685,0.7468023649994961,0.1243989560002774,0.01034533099999635,False,scalable_v1
20260321_160911,8,7,150,157,2351,1008,0.3885350318471338,61,0.4654060579268853,1.4621084240000073,1.4525427629999967,0.2851464390005276,0.28558296200043287,0.7208685499983858,0.11851328799974681,0.009401002000004155,False,scalable_v1
20260321_160911,9,8,200,208,2997,1009,0.25,52,0.4544592263032011,1.8712025230000222,1.8545361679999814,0.27162735199942745,0.43657991100019444,0.971571248998714,0.12824330400076178,0.01652983700000732,False,scalable_v1
20260321_160911,10,10,2000,2010,20149,1010,0.7278606965174129,1463,0.3991447214482664,25.846803130000012,25.810568017000037,0.8823511890016675,22.60095959699919,1.8573544610009662,0.3851428620002366,0.036024359000009554,False,scalable_v1
