timestamp,test_id,num_macros,num_std_cells,total_cells,num_nets,seed,overlap_ratio,num_cells_with_overlaps,normalized_wl,elapsed_time,train_time,wl_loss_time,overlap_loss_time,density_loss_time,backward_time,optimizer_time,eval_time,skipped_eval,tag
20260321_183439,1,2,20,22,496,1001,0.0,0,0.5095786505508858,13.998305500999997,13.994058721000002,0.23363730399992022,0.16675786500002943,0.006563880999998162,0.8225458040000646,0.12090677799999838,0.000354940000001136,False,repair_v1
20260321_183439,2,3,25,28,642,1002,0.07142857142857142,2,0.3998219151254698,1.009938837,1.0094598820000016,0.1603868799999617,0.17614184199998562,0.0066847699999996735,0.5111585209998708,0.10845956000008528,0.0004384379999962107,False,repair_v1
20260321_183439,3,2,30,32,535,1003,0.0,0,0.7071575394607561,1.0210512370000018,1.0204632669999967,0.16064707899994346,0.17354780200001585,0.007228614999945648,0.5166074820000901,0.11148915299997242,0.0005412880000008613,False,repair_v1
20260321_183439,4,3,50,53,1091,1004,0.07547169811320754,4,0.45511900808369604,1.2038552380000027,1.2014079309999985,0.22135458900010008,0.1615917030000702,0.006633648999930131,0.5976733129999445,0.11362614400011495,0.0023747560000018098,False,repair_v1
20260321_183439,5,4,75,79,1339,1005,0.0,0,0.6217936941099526,1.2265761650000044,1.2238338040000016,0.21670320600000537,0.19948728700001794,0.006986400000037918,0.6178355809998308,0.10687358800007729,0.002629577000000438,False,repair_v1
20260321_183439,6,5,100,105,1821,1006,0.0380952380952381,4,0.4854562504941079,1.5670776190000026,1.5624896140000004,0.3022406990000164,0.2950927509999133,0.007835869000118123,0.7190131909999025,0.12294781900011031,0.0044782480000051805,False,repair_v1
20260321_183439,7,5,150,155,2247,1007,0.03870967741935484,6,0.47844419943729755,1.6132506519999978,1.6001010570000034,0.2758501560000539,0.31715662700020175,0.007591212999791708,0.7272562530000286,0.12529723899993428,0.013087425000001929,False,repair_v1
20260321_183439,8,7,150,157,2351,1008,0.012738853503184714,2,0.5132142495195902,1.5414438389999958,1.5319650960000004,0.2715575799998362,0.2971555790000622,0.008454879000048265,0.7472038260000176,0.1252518419998907,0.009422742999994682,False,repair_v1
20260321_183439,9,8,200,208,2997,1009,0.028846153846153848,6,0.5039085245954997,2.0473249289999984,2.0310861680000016,0.2482329610000491,0.47434419400002525,0.00796740500001647,1.0135841719999803,0.12478999999994755,0.016191308000003346,False,repair_v1
20260321_183439,10,10,2000,2010,20149,1010,0.4592039800995025,923,0.4062815164716672,8.945919750000002,8.912934045999997,0.5711331199998497,0.7201786139999697,0.008675704000005169,1.2137766799998886,0.15481127200013134,0.03292030900000498,False,repair_v1
